AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,SALE_COND,PARKING_FACIL,PRICE
Chetpet,1415,86,4,3,Normal Sale,Yes,13600000
Avadi,736,353,1,2,Partial,Yes,2600000
Avadi,818,93,1,2,Partial,Yes,3100000
Velacherry,887,183,1,1,Partial,Yes,5100000
Perambur,907,32,2,2,Normal Sale,Yes,4200000
Avadi,840,1000,2,1,Normal Sale,Yes,3000000
Adyar,1794,57,3,3,Abnormal,Yes,13900000
Saidapet,1179,43,2,1,Normal Sale,Yes,8100000
Perambur,907,320,1,1,Normal Sale,Yes,4200000
Egmore,1321,292,3,2,Abnormal,Yes,8100000
Nungambakkam,1436,622,3,2,Normal Sale,Yes,13500000
OMR,1367,645,3,1,Normal Sale,Yes,8500000
T Nagar,1377,331,2,2,Normal Sale,Yes,12200000
Chromepet,914,12,1,2,Normal Sale,Yes,4400000
Chetpet,1287,512,3,2,Family,Yes,9700000
Adyar,1549,57,4,3,Partial,Yes,14500000
Perambur,973,3,2,2,Abnormal,Yes,4100000
Avadi,670,512,1,2,Normal Sale,Yes,2500000
Egmore,1355,58,2,2,Abnormal,Yes,8200000
Saidapet,1044,111,3,1,Normal Sale,Yes,6800000
Egmore,1076,55,2,2,Partial,Yes,7300000
Thiruvanmiyur,1478,95,3,4,Normal Sale,NO,10700000
Guindy,1378,228,2,1,Normal Sale,Yes,11000000
OMR,1377,242,2,1,Normal Sale,Yes,9000000
Mylapore,1563,15,3,2,Normal Sale,Yes,15300000
Mylapore,1762,217,3,2,Partial,Yes,13400000
Thiruvanmiyur,1183,260,3,2,Normal Sale,Yes,9800000
Thiruvanmiyur,1101,83,2,1,Normal Sale,Yes,8500000
Mylapore,1548,148,3,2,Normal Sale,NO,13400000
OMR,1215,227,2,1,Partial,Yes,7400000
T Nagar,1682,20,3,4,Normal Sale,Yes,14700000
Mylapore,1483,238,3,2,Normal Sale,Yes,13100000
Besant Nagar,1428,312,4,2,Normal Sale,Yes,13000000
Egmore,1237,102,2,2,Family,Yes,7700000
Guindy,1193,46,2,2,Normal Sale,Yes,9400000
Adyar,1952,8,3,3,Normal Sale,Yes,18600000
Kodambakkam,1253,21,2,2,Normal Sale,Yes,8900000
T Nagar,1660,395,3,3,Normal Sale,Yes,14200000
Anna Nagar,1768,177,3,2,Normal Sale,Yes,15100000
Egmore,959,340,1,2,Normal Sale,NO,5300000
Egmore,1201,123,3,2,Partial,Yes,7900000
Tambaram,884,623,2,2,Normal Sale,Yes,4300000
Velacherry,1273,544,3,2,Partial,Yes,8400000
Mylapore,1572,263,3,3,Normal Sale,Yes,14000000
Velacherry,913,123,1,2,Partial,Yes,5400000
Anna Nagar,1729,307,3,4,Partial,NO,13400000
Tambaram,801,196,1,1,Normal Sale,Yes,3400000
OMR,1172,1000,3,1,Normal Sale,Yes,7600000
Chetpet,1247,387,2,1,Partial,NO,7900000
Tambaram,985,224,2,2,Partial,NO,4200000
Nungambakkam,1154,108,2,2,Partial,Yes,9500000
Perambur,914,65,2,1,Family,Yes,4300000
Chetpet,1631,315,3,4,Partial,Yes,12400000
Kodambakkam,1145,5,2,2,Normal Sale,Yes,8300000
T Nagar,1730,80,4,2,Normal Sale,Yes,16700000
Perambur,943,33,1,2,Normal Sale,NO,4100000
Chetpet,1416,271,4,2,Normal Sale,Yes,11900000
Perambur,859,62,2,2,Partial,NO,3900000
Avadi,745,399,2,2,Normal Sale,Yes,2900000
Velacherry,1222,32,2,2,Normal Sale,Yes,8200000
Chetpet,1596,259,3,3,Normal Sale,Yes,12600000
Adyar,1783,86,3,4,Normal Sale,NO,14800000
T Nagar,1478,3,4,2,Partial,Yes,13300000
Anna Nagar,1719,136,4,2,Partial,Yes,15100000
Saidapet,985,731,1,1,Partial,Yes,5300000
Porur,997,28,2,1,Normal Sale,Yes,6200000
Nungambakkam,1397,70,2,1,Normal Sale,Yes,12800000
Saidapet,875,126,2,2,Normal Sale,Yes,5900000
Saidapet,1118,101,2,1,Partial,Yes,6700000
Besant Nagar,1261,114,3,1,Abnormal,NO,9400000
Guindy,1390,767,2,1,Normal Sale,Yes,10000000
Velacherry,1053,60,3,2,Abnormal,Yes,5900000
Velacherry,1221,100,3,1,Normal Sale,Yes,7900000
Perambur,837,149,1,2,Partial,Yes,3600000
OMR,1169,142,3,2,Normal Sale,Yes,7900000
Guindy,1356,317,3,2,Normal Sale,Yes,10600000
Saidapet,1087,16,3,1,Normal Sale,Yes,7900000
Egmore,1363,632,2,1,Partial,Yes,8100000
Besant Nagar,1500,53,3,4,Normal Sale,Yes,13700000
Anna Nagar,1812,313,4,2,Normal Sale,NO,16100000
Velacherry,1364,959,3,1,Normal Sale,NO,8400000
Adyar,1518,31,3,2,Abnormal,Yes,10900000
Perambur,1058,174,2,2,Normal Sale,Yes,4900000
OMR,1544,26,4,2,Abnormal,NO,9500000
Chetpet,1542,77,3,3,Partial,NO,12100000
Nungambakkam,1141,248,2,1,Normal Sale,Yes,9700000
Nungambakkam,1655,176,3,2,Partial,Yes,13300000
Perambur,1024,11,2,1,Normal Sale,Yes,5100000
Adyar,2082,168,4,2,Normal Sale,Yes,20900000
Chetpet,1323,1000,3,2,Normal Sale,Yes,9400000
Chromepet,1137,842,2,1,Normal Sale,Yes,6200000
Tambaram,819,391,2,1,Normal Sale,NO,3400000
Adyar,2098,546,3,4,Partial,Yes,17300000
Thiruvanmiyur,1081,422,3,1,Normal Sale,Yes,8400000
Egmore,1250,526,3,1,Partial,Yes,7500000
Perambur,911,27,2,1,Normal Sale,Yes,4800000
Avadi,879,46,2,2,Family,Yes,3200000
Anna Nagar,2087,0,4,3,Partial,Yes,18200000
Mylapore,1519,171,3,2,Normal Sale,Yes,14400000
Velacherry,1286,38,2,2,Normal Sale,Yes,8900000
Perambur,1110,104,3,2,Normal Sale,Yes,5600000
Chromepet,1040,113,3,2,Normal Sale,Yes,6400000
Besant Nagar,1477,33,4,3,Partial,Yes,13700000
Kodambakkam,1104,164,3,1,Partial,Yes,7900000
Adyar,1672,258,4,3,Normal Sale,Yes,15800000
Besant Nagar,1410,188,3,4,Normal Sale,Yes,12200000
OMR,1518,369,4,3,Normal Sale,Yes,10900000
Mylapore,1430,55,4,3,Normal Sale,Yes,14200000
Nungambakkam,1165,1000,2,1,Normal Sale,Yes,9000000
Besant Nagar,1334,790,3,2,Family,Yes,10100000
Velacherry,936,298,2,1,Normal Sale,NO,5600000
Velacherry,1292,1000,2,2,Partial,NO,6500000
Saidapet,744,69,1,1,Abnormal,NO,3400000
Porur,1086,558,2,2,Normal Sale,Yes,5700000
Adyar,1661,51,4,3,Normal Sale,Yes,16900000
Saidapet,1250,84,3,2,Normal Sale,Yes,9200000
Avadi,819,252,2,2,Normal Sale,Yes,3200000
Anna Nagar,1776,97,4,3,Family,NO,14200000
Mylapore,1539,505,4,2,Normal Sale,NO,13700000
OMR,1297,108,3,2,Partial,Yes,7900000
Saidapet,1141,19,3,1,Normal Sale,Yes,8400000
Thiruvanmiyur,1303,5,3,2,Normal Sale,Yes,10000000
Avadi,845,54,1,2,Normal Sale,Yes,3300000
Perambur,874,267,1,1,Normal Sale,Yes,4100000
Guindy,1398,112,3,2,Partial,Yes,10500000
Kodambakkam,1076,33,2,2,Normal Sale,NO,7400000
Besant Nagar,1191,794,2,2,Abnormal,Yes,7600000
Guindy,1462,275,4,2,Normal Sale,Yes,13200000
Anna Nagar,1780,377,3,4,Normal Sale,Yes,15200000
OMR,1315,183,3,2,Normal Sale,NO,8200000
Adyar,1490,38,3,3,Normal Sale,Yes,14400000
Chetpet,1424,522,4,2,Normal Sale,Yes,12000000
Guindy,1094,270,2,1,Normal Sale,Yes,8200000
Saidapet,1140,1,3,2,Normal Sale,Yes,7700000
Adyar,1569,1000,4,2,Normal Sale,Yes,13900000
Avadi,872,78,2,1,Normal Sale,Yes,3400000
Tambaram,977,22,2,2,Normal Sale,NO,4700000
Mylapore,1600,201,4,3,Partial,NO,13200000
Nungambakkam,1350,2,3,2,Partial,Yes,12100000
Besant Nagar,1301,260,2,1,Family,NO,9000000
Porur,1139,462,2,1,Normal Sale,Yes,6400000
Saidapet,1137,38,2,1,Partial,Yes,6600000
Adyar,1628,16,4,3,Abnormal,Yes,14400000
Thiruvanmiyur,1367,195,3,2,Normal Sale,Yes,10700000
Guindy,1197,89,3,1,Normal Sale,Yes,10200000
Perambur,944,109,1,2,Normal Sale,Yes,4500000
Nungambakkam,1265,716,2,1,Partial,NO,9400000
Kodambakkam,1253,251,2,1,Normal Sale,Yes,8700000
T Nagar,1565,323,3,4,Normal Sale,Yes,14400000
Mylapore,1195,2,2,2,Normal Sale,NO,9400000
Nungambakkam,1444,329,4,3,Normal Sale,Yes,14200000
Kodambakkam,1142,543,2,2,Normal Sale,Yes,7100000
Avadi,820,828,1,1,Normal Sale,NO,2600000
Mylapore,1516,44,4,2,Normal Sale,Yes,15800000
Tambaram,904,319,2,1,Normal Sale,Yes,4600000
Chetpet,1563,12,3,4,Partial,Yes,11300000
Besant Nagar,1259,22,2,1,Partial,Yes,10000000
OMR,1286,25,3,1,Normal Sale,Yes,9300000
Velacherry,1250,92,2,1,Normal Sale,Yes,8100000
Perambur,859,14,1,2,Normal Sale,NO,3700000
Besant Nagar,1255,37,3,2,Abnormal,NO,8800000
Besant Nagar,1318,131,3,2,Normal Sale,NO,11600000
Chromepet,1055,415,3,2,Normal Sale,Yes,6400000
Adyar,1686,181,4,4,Partial,Yes,14800000
Avadi,839,1000,2,2,Partial,Yes,3100000
Adyar,1791,798,3,4,Normal Sale,Yes,15300000
Nungambakkam,1610,29,3,3,Normal Sale,Yes,14400000
Chetpet,1460,504,4,4,Normal Sale,Yes,11700000
Guindy,1310,21,2,1,Normal Sale,NO,9600000
Adyar,1727,19,3,2,Normal Sale,NO,15900000
Anna Nagar,2030,258,3,3,Partial,Yes,15900000
Chetpet,1591,30,4,4,Normal Sale,Yes,14500000
Saidapet,1182,409,2,2,Normal Sale,Yes,7800000
Kodambakkam,1011,93,3,2,Normal Sale,Yes,8000000
Guindy,1269,3,3,1,Normal Sale,Yes,10900000
Porur,1044,209,2,2,Normal Sale,NO,5800000
Saidapet,1111,144,3,1,Normal Sale,Yes,7200000
Thiruvanmiyur,1441,383,3,4,Normal Sale,Yes,10500000
Saidapet,1288,236,2,2,Abnormal,NO,7100000
Adyar,1586,15,3,3,Normal Sale,Yes,14800000
Tambaram,969,881,2,1,Partial,Yes,4200000
Adyar,1346,92,2,2,Normal Sale,Yes,12200000
Besant Nagar,1418,28,3,4,Normal Sale,Yes,13100000
Egmore,1110,1000,3,2,Partial,Yes,7100000
Nungambakkam,1269,119,3,2,Partial,Yes,10600000
Tambaram,969,52,2,1,Normal Sale,Yes,5100000
Anna Nagar,1863,379,4,4,Normal Sale,Yes,17900000
Guindy,1201,244,3,2,Normal Sale,Yes,9500000
Perambur,855,176,2,2,Normal Sale,NO,4200000
T Nagar,1572,175,3,3,Normal Sale,Yes,14700000
Perambur,1058,78,3,1,Normal Sale,Yes,6000000
Chetpet,1578,367,4,4,Family,Yes,12400000
Saidapet,1238,877,3,2,Abnormal,Yes,7200000
Chetpet,1431,603,4,2,Normal Sale,Yes,12800000
Adyar,1737,28,3,4,Normal Sale,Yes,16400000
Chromepet,1104,68,2,2,Normal Sale,Yes,6300000
Perambur,837,529,1,1,Normal Sale,Yes,3400000
Egmore,1235,254,2,2,Normal Sale,NO,7700000
Chromepet,804,31,1,1,Normal Sale,Yes,4300000
Chetpet,1405,156,3,4,Normal Sale,Yes,12400000
OMR,1488,140,4,2,Normal Sale,Yes,11900000
T Nagar,1679,421,4,2,Abnormal,NO,13200000
Chromepet,974,908,1,1,Normal Sale,Yes,4500000
Perambur,1128,7,2,2,Normal Sale,NO,5000000
Egmore,1132,31,3,2,Normal Sale,Yes,8600000
Tambaram,889,107,1,1,Normal Sale,NO,3700000
Avadi,856,101,2,2,Partial,Yes,3300000
Velacherry,1211,169,3,1,Partial,Yes,7900000
Anna Nagar,1809,564,3,4,Normal Sale,Yes,15200000
Besant Nagar,1296,53,2,2,Normal Sale,Yes,9900000
Avadi,680,8,1,1,Normal Sale,Yes,2600000
Saidapet,1068,43,2,2,Normal Sale,Yes,6700000
Chromepet,945,45,1,2,Normal Sale,Yes,4900000
Velacherry,1226,674,3,2,Normal Sale,Yes,7800000
Adyar,1515,7,4,4,Normal Sale,Yes,14400000
Velacherry,1078,226,3,2,Normal Sale,Yes,6900000
Chetpet,1423,700,3,4,Normal Sale,Yes,11000000
OMR,1542,274,4,4,Normal Sale,Yes,11500000
T Nagar,1718,86,3,3,Normal Sale,NO,14300000
Mylapore,1532,162,4,4,Normal Sale,Yes,14300000
Thiruvanmiyur,1107,146,3,2,Normal Sale,Yes,8200000
OMR,1333,99,3,2,Normal Sale,Yes,8700000
Porur,913,8,2,1,Normal Sale,NO,5300000
Guindy,1421,107,4,2,Family,Yes,10300000
Chetpet,1479,25,4,2,Normal Sale,Yes,14200000
Guindy,1260,87,3,1,Partial,Yes,9000000
Besant Nagar,1259,140,2,2,Normal Sale,NO,9700000
Chromepet,1033,87,3,2,Normal Sale,NO,6000000
Mylapore,1227,40,2,1,Normal Sale,Yes,10900000
Besant Nagar,1503,75,4,4,Abnormal,Yes,11800000
Saidapet,1054,269,3,1,Abnormal,Yes,6000000
Tambaram,851,110,2,1,Normal Sale,Yes,3900000
Tambaram,890,11,1,1,Normal Sale,NO,4000000
Porur,969,592,2,1,Normal Sale,Yes,5400000
Anna Nagar,1704,434,4,3,Partial,Yes,14800000
Tambaram,990,93,1,2,Normal Sale,Yes,4200000
Nungambakkam,1272,64,3,2,Normal Sale,Yes,11000000
Guindy,1095,250,3,2,Normal Sale,Yes,8500000
Guindy,1325,183,2,1,Normal Sale,Yes,9300000
Mylapore,1354,61,3,1,Normal Sale,Yes,11600000
Egmore,1443,352,3,4,Normal Sale,Yes,9600000
Adyar,1474,175,4,2,Normal Sale,Yes,15100000
Chromepet,1046,422,2,1,Normal Sale,Yes,5900000
Saidapet,1168,12,2,2,Normal Sale,Yes,8000000
T Nagar,1644,12,3,4,Abnormal,Yes,13600000
OMR,1308,697,2,1,Normal Sale,Yes,7900000
Kodambakkam,1164,225,2,2,Normal Sale,Yes,7600000
OMR,1078,412,3,1,Normal Sale,NO,7500000
Kodambakkam,1428,483,4,2,Normal Sale,Yes,10500000
OMR,1400,567,3,3,Partial,Yes,8600000
Guindy,1226,381,2,2,Normal Sale,Yes,8400000
Kodambakkam,1129,148,2,2,Normal Sale,NO,7500000
Besant Nagar,1527,143,3,3,Normal Sale,Yes,12300000
Nungambakkam,1208,1000,2,1,Normal Sale,Yes,9300000
Avadi,703,239,2,1,Normal Sale,Yes,2800000
Nungambakkam,1288,47,2,2,Partial,Yes,10400000
Avadi,718,76,2,2,Abnormal,Yes,2400000
Kodambakkam,1045,362,3,2,Normal Sale,Yes,7500000
Kodambakkam,1317,31,2,2,Abnormal,Yes,7500000
Saidapet,993,288,1,2,Normal Sale,Yes,5700000
Egmore,1350,398,2,1,Normal Sale,NO,8300000
Mylapore,1872,450,4,2,Family,NO,14500000
T Nagar,1650,787,4,3,Normal Sale,Yes,15700000
T Nagar,1380,219,2,2,Normal Sale,Yes,10900000
Perambur,923,151,1,2,Normal Sale,NO,3900000
OMR,1495,56,4,4,Normal Sale,Yes,10600000
Kodambakkam,1156,257,2,1,Normal Sale,Yes,8400000
Mylapore,1559,67,4,2,Normal Sale,Yes,15100000
Perambur,930,135,2,1,Normal Sale,Yes,4400000
Avadi,734,309,2,2,Normal Sale,Yes,3200000
Chetpet,1265,147,2,2,Normal Sale,Yes,10000000
Velacherry,1272,228,3,1,Normal Sale,Yes,9400000
Velacherry,1356,275,3,1,Normal Sale,NO,8900000
Guindy,1474,605,3,3,Normal Sale,NO,10100000
Guindy,1318,55,2,2,Abnormal,NO,7800000
T Nagar,1532,168,4,2,Normal Sale,Yes,14300000
OMR,1598,139,3,2,Family,Yes,10300000
Kodambakkam,1003,69,2,2,Normal Sale,Yes,7500000
Mylapore,1403,155,4,2,Family,Yes,12600000
Chromepet,1069,102,3,1,Normal Sale,Yes,6400000
Porur,1099,568,2,1,Partial,NO,5400000
Egmore,1164,172,3,2,Family,Yes,7300000
Egmore,988,117,1,1,Normal Sale,Yes,5700000
Porur,1066,212,2,1,Family,NO,5300000
Guindy,1485,10,4,2,Normal Sale,NO,13200000
Besant Nagar,1189,280,2,2,Abnormal,Yes,8600000
Velacherry,1279,3,3,2,Family,NO,7700000
Porur,1260,110,2,1,Family,NO,6200000
Besant Nagar,1263,375,2,1,Normal Sale,NO,10100000
Thiruvanmiyur,1242,19,2,2,Normal Sale,Yes,9500000
Avadi,847,6,2,2,Normal Sale,Yes,3800000
Egmore,1204,1000,2,1,Normal Sale,Yes,7900000
Adyar,1890,507,4,4,Partial,Yes,15800000
Adyar,1514,31,4,3,Normal Sale,Yes,15200000
T Nagar,1822,283,3,3,Normal Sale,Yes,16200000
Porur,999,119,1,1,Normal Sale,Yes,5400000
Anna Nagar,1857,116,4,4,Normal Sale,Yes,16600000
Porur,944,61,2,2,Normal Sale,NO,5300000
Perambur,1120,222,3,1,Partial,Yes,5000000
Tambaram,922,52,2,2,Normal Sale,NO,4000000
Porur,1056,65,3,2,Normal Sale,Yes,6600000
Anna Nagar,1696,21,4,3,Normal Sale,NO,15200000
Chromepet,978,91,2,2,Normal Sale,Yes,5100000
Velacherry,1059,80,2,1,Normal Sale,NO,6600000
Mylapore,1576,329,3,4,Normal Sale,Yes,13800000
T Nagar,1427,141,4,4,Normal Sale,Yes,14400000
Chromepet,821,236,1,2,Normal Sale,NO,4000000
Chromepet,1096,187,3,2,Normal Sale,Yes,6200000
Besant Nagar,1264,22,2,2,Family,Yes,8700000
Chetpet,1505,154,4,3,Normal Sale,NO,12600000
Thiruvanmiyur,1403,554,4,4,Normal Sale,Yes,12100000
Besant Nagar,1480,276,4,3,Normal Sale,Yes,14500000
Egmore,1109,47,2,1,Partial,Yes,7500000
Besant Nagar,1390,452,3,2,Normal Sale,Yes,12300000
Porur,1147,87,3,1,Normal Sale,Yes,7600000
Besant Nagar,1315,215,2,2,Normal Sale,Yes,11100000
Kodambakkam,1103,48,3,1,Normal Sale,Yes,9000000
Velacherry,1244,325,2,2,Normal Sale,NO,8100000
Velacherry,1210,273,3,1,Partial,Yes,8300000
Nungambakkam,1390,133,2,1,Family,NO,10400000
Chetpet,1187,69,3,1,Abnormal,Yes,8600000
Adyar,1416,280,4,4,Normal Sale,NO,13000000
Kodambakkam,971,360,2,2,Normal Sale,NO,6500000
Thiruvanmiyur,1290,27,3,1,Normal Sale,Yes,9700000
Besant Nagar,1404,30,4,3,Normal Sale,Yes,13900000
Anna Nagar,1701,802,4,4,Normal Sale,Yes,14700000
T Nagar,1736,115,4,2,Normal Sale,NO,17400000
Mylapore,1371,392,2,1,Normal Sale,NO,10200000
Chetpet,1560,268,3,4,Normal Sale,NO,12900000
Guindy,1227,115,2,1,Normal Sale,Yes,9700000
T Nagar,1328,227,3,1,Normal Sale,Yes,11800000
Egmore,1192,148,3,1,Normal Sale,Yes,8100000
Anna Nagar,1718,237,4,3,Normal Sale,NO,14800000
Velacherry,1454,69,4,3,Normal Sale,Yes,11400000
Tambaram,917,314,2,1,Partial,NO,4000000
Chromepet,1050,515,3,1,Abnormal,Yes,5200000
Adyar,1743,57,3,4,Normal Sale,Yes,16800000
Nungambakkam,1464,561,3,4,Normal Sale,Yes,12900000
Perambur,864,32,1,2,Normal Sale,Yes,4100000
Velacherry,1244,169,3,1,Abnormal,NO,7500000
Besant Nagar,1440,72,3,2,Normal Sale,Yes,11800000
T Nagar,1472,883,4,3,Family,NO,10900000
Guindy,1597,326,4,4,Partial,Yes,12800000
Tambaram,874,474,2,1,Partial,NO,3500000
Mylapore,1428,720,4,4,Normal Sale,NO,12000000
Chetpet,1453,106,4,4,Normal Sale,Yes,13900000
Anna Nagar,1686,154,3,4,Normal Sale,Yes,15300000
Besant Nagar,1563,526,4,3,Normal Sale,Yes,13100000
Anna Nagar,1886,308,4,2,Normal Sale,Yes,16600000
Chromepet,908,82,2,1,Normal Sale,Yes,5200000
Perambur,1028,20,3,1,Partial,Yes,5100000
Velacherry,1226,89,2,2,Normal Sale,NO,7200000
Adyar,1757,181,4,4,Abnormal,Yes,14800000
Adyar,1537,183,3,3,Partial,Yes,13600000
T Nagar,1390,642,2,1,Family,Yes,10300000
Tambaram,955,123,1,1,Normal Sale,Yes,4100000
Velacherry,1148,47,3,2,Abnormal,Yes,6800000
Avadi,899,619,1,1,Partial,Yes,3200000
Avadi,669,235,2,2,Normal Sale,Yes,2700000
Perambur,770,136,1,1,Abnormal,Yes,2800000
OMR,1248,267,2,1,Normal Sale,Yes,7700000
Kodambakkam,1278,49,3,2,Normal Sale,NO,9100000
Chromepet,1156,600,2,2,Normal Sale,Yes,6100000
Adyar,1623,194,4,3,Normal Sale,Yes,15800000
Porur,1259,56,2,2,Family,NO,6600000
Chetpet,1306,65,2,1,Normal Sale,Yes,10000000
Kodambakkam,969,464,2,1,Family,Yes,6000000
Nungambakkam,1480,303,4,4,Normal Sale,Yes,14700000
OMR,1319,202,2,1,Normal Sale,Yes,8700000
Chetpet,1764,92,4,3,Normal Sale,Yes,16900000
Porur,1076,407,3,2,Partial,Yes,6000000
Perambur,854,428,2,2,Normal Sale,Yes,4100000
Anna Nagar,1872,414,4,2,Partial,NO,14800000
Tambaram,984,33,1,2,Normal Sale,Yes,4400000
Mylapore,1518,511,4,4,Family,Yes,11700000
Thiruvanmiyur,1196,24,3,1,Partial,NO,8100000
Egmore,1308,230,2,1,Abnormal,Yes,7100000
OMR,1422,16,3,3,Normal Sale,Yes,9800000
Saidapet,1011,97,2,2,Normal Sale,NO,6600000
Thiruvanmiyur,1292,60,3,1,Partial,Yes,10200000
Saidapet,843,6,1,1,Normal Sale,Yes,4800000
Saidapet,1068,119,2,2,Normal Sale,Yes,6700000
Kodambakkam,1150,30,3,1,Normal Sale,Yes,9100000
Velacherry,1131,141,2,2,Abnormal,Yes,6700000
Perambur,1056,84,3,1,Normal Sale,Yes,6000000
T Nagar,1597,41,4,4,Normal Sale,Yes,16100000
Chetpet,1550,0,3,2,Normal Sale,Yes,14000000
Avadi,962,32,1,2,Normal Sale,Yes,4000000
Chetpet,1465,65,4,4,Normal Sale,NO,12800000
Saidapet,1039,390,3,2,Abnormal,NO,5700000
Guindy,1352,62,3,1,Normal Sale,Yes,10300000
Saidapet,1116,202,3,1,Normal Sale,Yes,8000000
Perambur,842,573,2,2,Partial,Yes,3800000
Perambur,944,18,1,2,Normal Sale,Yes,4300000
Perambur,983,378,2,1,Partial,NO,3800000
Kodambakkam,1114,167,2,2,Normal Sale,Yes,7800000
Porur,1157,12,2,2,Normal Sale,NO,6800000
OMR,1394,561,3,2,Normal Sale,Yes,9800000
Chromepet,948,404,1,2,Normal Sale,NO,4500000
Chromepet,861,177,1,1,Normal Sale,Yes,4500000
Chromepet,969,212,2,1,Normal Sale,Yes,5100000
Chromepet,1244,527,3,1,Normal Sale,Yes,6600000
Porur,1264,92,2,1,Normal Sale,Yes,7300000
Besant Nagar,1648,44,3,4,Normal Sale,Yes,15400000
Kodambakkam,1144,111,3,1,Partial,Yes,8400000
Chromepet,1125,367,2,1,Normal Sale,NO,5900000
Guindy,1240,397,3,2,Partial,Yes,9500000
OMR,1457,51,3,2,Normal Sale,Yes,9800000
Saidapet,1217,851,3,2,Normal Sale,Yes,7900000
Kodambakkam,1011,206,2,1,Partial,NO,6400000
Saidapet,1117,174,2,1,Abnormal,Yes,6300000
Adyar,1886,421,3,2,Abnormal,Yes,13400000
Mylapore,1369,279,3,2,Normal Sale,Yes,12600000
Porur,991,159,1,2,Normal Sale,Yes,5100000
Guindy,1333,232,2,1,Normal Sale,Yes,10000000
Kodambakkam,1151,55,2,2,Partial,Yes,7600000
OMR,1290,187,3,1,Normal Sale,Yes,9100000
Egmore,1269,12,2,1,Normal Sale,Yes,8500000
Besant Nagar,1398,135,2,2,Partial,Yes,9800000
Velacherry,1167,36,2,1,Normal Sale,Yes,7700000
Nungambakkam,1264,342,3,1,Normal Sale,Yes,11100000
Chromepet,993,287,1,2,Normal Sale,Yes,5200000
Saidapet,1107,198,3,2,Abnormal,Yes,6100000
Perambur,1039,333,3,2,Family,NO,4700000
OMR,1396,126,3,1,Normal Sale,Yes,10500000
T Nagar,1731,182,3,4,Normal Sale,Yes,15800000
OMR,1109,59,3,2,Normal Sale,Yes,7600000
OMR,1000,198,3,2,Normal Sale,Yes,6500000
Avadi,957,22,2,2,Partial,Yes,3400000
OMR,1624,59,4,4,Partial,Yes,12000000
Guindy,1240,215,2,1,Family,Yes,7700000
Saidapet,1019,105,3,2,Partial,Yes,6800000
Besant Nagar,1261,278,2,2,Normal Sale,NO,9900000
Velacherry,1374,10,3,1,Partial,Yes,8300000
Tambaram,847,679,2,2,Normal Sale,Yes,3700000
OMR,1148,615,3,1,Normal Sale,Yes,8200000
Kodambakkam,990,21,1,1,Normal Sale,Yes,6900000
Chetpet,1591,144,4,4,Normal Sale,Yes,13400000
Anna Nagar,2022,17,4,2,Normal Sale,NO,18000000
Anna Nagar,1722,263,4,4,Normal Sale,Yes,16400000
Kodambakkam,1144,536,3,1,Normal Sale,Yes,8700000
Velacherry,1101,48,3,2,Normal Sale,Yes,7500000
Adyar,1779,323,3,4,Normal Sale,NO,15600000
Anna Nagar,1756,742,4,4,Abnormal,NO,13300000
T Nagar,1612,49,4,3,Normal Sale,Yes,17000000
Chromepet,1331,54,2,1,Normal Sale,Yes,7700000
Saidapet,1086,195,2,1,Family,Yes,5800000
Thiruvanmiyur,1481,769,4,2,Abnormal,Yes,10100000
OMR,1501,413,4,4,Normal Sale,Yes,11300000
Mylapore,1667,236,4,4,Normal Sale,NO,15000000
Chromepet,858,46,2,1,Partial,Yes,4400000
Adyar,1467,410,3,4,Normal Sale,Yes,12200000
OMR,1572,135,3,4,Normal Sale,NO,11200000
T Nagar,1452,431,4,2,Normal Sale,Yes,13300000
Avadi,853,35,1,2,Normal Sale,Yes,3200000
OMR,1601,646,3,4,Normal Sale,Yes,11200000
Besant Nagar,1421,264,4,2,Normal Sale,Yes,13700000
T Nagar,1776,51,3,4,Normal Sale,Yes,17600000
Guindy,977,210,2,2,Family,Yes,6600000
Mylapore,1499,28,3,4,Normal Sale,Yes,12700000
Saidapet,1148,114,3,2,Normal Sale,Yes,7900000
Chromepet,808,38,2,2,Normal Sale,Yes,4700000
Besant Nagar,1352,258,2,2,Normal Sale,Yes,10000000
Tambaram,991,340,2,1,Family,Yes,4300000
Nungambakkam,1373,284,2,1,Normal Sale,Yes,11400000
Adyar,1642,85,3,2,Normal Sale,Yes,14000000
Guindy,1381,294,2,1,Normal Sale,Yes,10800000
Adyar,1670,243,3,2,Partial,Yes,13200000
Avadi,859,216,2,1,Normal Sale,Yes,3500000
Perambur,675,243,2,2,Normal Sale,NO,3000000
Chetpet,1117,175,3,1,Partial,Yes,8400000
T Nagar,1634,549,3,3,Partial,Yes,12700000
OMR,1580,250,3,4,Normal Sale,Yes,11500000
T Nagar,1447,578,4,2,Partial,Yes,12000000
Adyar,1936,30,4,3,Abnormal,Yes,15000000
Anna Nagar,1967,223,4,3,Normal Sale,Yes,20100000
Besant Nagar,1320,358,2,2,Normal Sale,NO,9200000
Porur,1091,834,2,2,Normal Sale,Yes,5900000
Egmore,1289,11,3,2,Normal Sale,Yes,9000000
Thiruvanmiyur,1307,71,2,1,Partial,Yes,8400000
Nungambakkam,1265,155,3,1,Partial,NO,10600000
Velacherry,1466,9,4,3,Normal Sale,Yes,11800000
Avadi,859,364,1,2,Normal Sale,Yes,3300000
